iso2_code;cluster_name;entry01;consider00;pci;ubiquity;rca01;density
AE;OOP System Programming;0;1;0.9641633338454;33.0;0.0;0.1277070434924303
AE;Popular JVM OOP;0;1;-0.3548183360732034;69.0;0.0;0.2963471835578596
AE;Typed Scripting;0;1;0.747365478078604;31.0;0.0;0.1300368204624463
AL;Typed Scripting;0;1;0.747365478078604;31.0;0.0;0.1265716603421729
AM;Interactive Tools;0;1;1.155325395950293;25.0;0.0;0.0689328048838534
AM;Low-Level C-Based;0;1;1.378051715365754;38.0;0.0;0.1006992071606995
AM;OOP System Programming;0;1;0.9641633338454;33.0;0.0;0.1060210778974074
AM;Popular JVM OOP;0;1;-0.3548183360732034;69.0;0.0;0.3291115053877598
AM;Typed Scripting;0;1;0.747365478078604;31.0;0.0;0.119447134520581
AM;Unix Build Tools;1;0;1.2872488211819004;46.0;1.0;0.1207675020280946
AR;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;0.0;0.3966786287338228
AR;Database Scripting;0;1;-0.4201486387872639;48.0;0.0;0.3987939699881294
AR;Functional JVM;0;1;2.072695561823899;32.0;0.0;0.3843200995910303
AR;Interactive Tools;0;1;1.155325395950293;25.0;0.0;0.3244183301978665
AR;Low-Level Utilities;0;1;1.973299234045903;32.0;0.0;0.389516252214669
AR;Modern Contract/Typed;0;1;0.0174954206553288;49.0;0.0;0.4687163368032385
AR;OOP System Programming;0;1;0.9641633338454;33.0;0.0;0.3710847807199277
AR;Specialized Tools;0;1;2.212220577256194;25.0;0.0;0.3526614181451133
AR;Strongly Typed Systems;0;1;1.0792405680470785;43.0;0.0;0.4002288746005148
AT;Dynamic General Purpose;0;1;-1.20746570607327;99.0;0.0;0.2482195616683447
AT;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;0.0;0.2986115495036668
AT;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;0.0;0.3763274114571283
AT;Interactive Tools;0;1;1.155325395950293;25.0;0.0;0.4751571446299368
AT;JavaScript-Based Templating;1;0;-0.4118356804224901;52.0;1.0;0.3257914641546309
AT;Modern Contract/Typed;0;1;0.0174954206553288;49.0;0.0;0.3939441396285708
AT;OOP System Programming;0;1;0.9641633338454;33.0;0.0;0.5261212863281565
AT;Popular JVM OOP;1;0;-0.3548183360732034;69.0;1.0;0.3742744159901539
AT;Specialized Tools;1;0;2.212220577256194;25.0;1.0;0.5653571398834085
AT;Web Markup/Styling;0;1;-1.2565391492115314;111.0;0.0;0.2543978349120432
AU;Dynamic General Purpose;0;1;-1.20746570607327;99.0;0.0;0.2630880009554258
AU;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;0.0;0.3617050833529027
AU;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;0.0;0.3477851370222755
AU;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;0.0;0.3684665020835164
AU;Low-Level C-Based;0;1;1.378051715365754;38.0;0.0;0.6558218811701508
AU;Modern Contract/Typed;0;1;0.0174954206553288;49.0;0.0;0.4516662312951477
AU;OOP System Programming;0;1;0.9641633338454;33.0;0.0;0.6448890916145413
AU;Popular JVM OOP;0;1;-0.3548183360732034;69.0;0.0;0.4273214132385636
AU;Web Markup/Styling;0;1;-1.2565391492115314;111.0;0.0;0.2719891745602164
AZ;Interactive Tools;0;1;1.155325395950293;25.0;0.0;0.0414641797293634
AZ;Typed Scripting;0;1;0.747365478078604;31.0;0.0;0.0638117999140088
BA;Interactive Tools;0;1;1.155325395950293;25.0;0.0;0.0627021380749904
BA;Low-Level C-Based;0;1;1.378051715365754;38.0;0.0;0.078925746463584
BA;OOP System Programming;0;1;0.9641633338454;33.0;0.0;0.0918023325112881
BA;Typed Scripting;0;1;0.747365478078604;31.0;0.0;0.0994885670453718
BA;Unix Build Tools;0;1;1.2872488211819004;46.0;0.0;0.0955883874299258
BD;Database Scripting;0;1;-0.4201486387872639;48.0;0.0;0.3576945817449495
BD;Interactive Tools;0;1;1.155325395950293;25.0;0.0;0.0889796480053794
BD;Low-Level Utilities;0;1;1.973299234045903;32.0;0.0;0.0896853500093074
BD;Popular JVM OOP;0;1;-0.3548183360732034;69.0;0.0;0.3308466875407451
BD;Shell Scripting;0;1;-0.4634330858914763;107.0;0.0;0.3340132065369808
BD;Strongly Typed Systems;0;1;1.0792405680470785;43.0;0.0;0.1749729457714904
BD;Typed Scripting;0;1;0.747365478078604;31.0;0.0;0.1702554780454573
BD;Unix Build Tools;0;1;1.2872488211819004;46.0;0.0;0.1736809801344467
BE;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;0.0;0.4199354239236986
BE;Interactive Tools;0;1;1.155325395950293;25.0;0.0;0.5850964611386749
BE;Modern Contract/Typed;0;1;0.0174954206553288;49.0;0.0;0.5146457430755685
BE;OOP System Programming;0;1;0.9641633338454;33.0;0.0;0.605705560606884
BE;Popular JVM OOP;0;1;-0.3548183360732034;69.0;0.0;0.456965323465616
BE;Web Markup/Styling;0;1;-1.2565391492115314;111.0;0.0;0.3328822733423545
BG;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;0.0;0.3879323096676615
BG;Interactive Tools;0;1;1.155325395950293;25.0;0.0;0.2281144013037592
BG;Modern Contract/Typed;0;1;0.0174954206553288;49.0;0.0;0.3573199859852723
BO;Interactive Tools;0;1;1.155325395950293;25.0;0.0;0.092049201284398
BO;OOP System Programming;0;1;0.9641633338454;33.0;0.0;0.1382154751780051
BO;Typed Scripting;0;1;0.747365478078604;31.0;0.0;0.1689032179321308
BO;Unix Build Tools;0;1;1.2872488211819004;46.0;0.0;0.1556558221872994
BR;Batch/High-Level Tools;0;1;2.063356409533316;29.0;0.0;0.1670603799464513
BR;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;0.0;0.1421937079164551
BR;Data/Document DSLs;0;1;1.857410498538032;32.0;0.0;0.1724216691846037
BR;Database Scripting;0;1;-0.4201486387872639;48.0;0.0;0.2682428118008324
BR;Debugging/Testing Tools;0;1;2.271994959243408;20.0;0.0;0.1759487816484625
BR;Dynamic General Purpose;0;1;-1.20746570607327;99.0;0.0;0.3637141729388395
BR;Enterprise OOP;0;1;0.6547672714360266;37.0;0.0;0.2314578768482411
BR;Event Scripting;0;1;2.444536615566927;11.0;0.0;0.1832861501890024
BR;Functional JVM;0;1;2.072695561823899;32.0;0.0;0.1595366469479885
BR;Functional Lisp;0;1;2.271061865195928;25.0;0.0;0.1379983084823993
BR;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;0.0;0.17790310144723
